mh1,mh2,sample
212.408166,3689.45524,"[2.5217630393264825, 0.587702828417898, -1.268225131661815, -2.7468288556364655, 1.3349065906202071, 3.843767745865363, 1.526179623597141, -1.5210801764713935, 2.4719877509504533, 0.5824124778354287, 2.393800755793537]"
212.408166,3689.45524,"[3.6718039087665666, -0.7515382516524651, 3.7364897591093813, -1.1301996620849035, 3.023146654556995, 3.783347968811918, 3.4223586457265904, -2.827395954452876, 3.999121938405726, -1.0419038021628886, -2.2511682312048666]"
212.408166,3689.45524,"[1.7887178954834075, -1.2554646233399618, -0.2626454587129077, -3.5073500368514416, -0.08312642561949346, -2.1487142552729868, -0.48240322600859464, -0.9362650689480239, -0.09399570558289749, 3.609341805858155, -1.8381567276838497]"
212.408166,3689.45524,"[-1.8475279676694667, -1.9086354832431542, -2.2772828488521766, 3.973851238277363, 3.6022148802145724, 3.9148697876650953, 3.928859178548171, 2.02317869306398, 1.2101355666695213, -3.1228578391451745, -1.6210758016306714]"
212.408166,3689.45524,"[3.240039941321892, -0.4057360270385528, 3.0568539433078126, 2.2914592010124286, 1.3650537744066122, -1.6040856376723491, 3.3868842018770673, 1.5984106228799728, 2.1742016191022246, -2.898729389314794, 0.3322623550711219]"
212.408166,3689.45524,"[-2.035832531449632, 3.8317750748982915, 0.34852373186413743, -3.647808631278183, -0.02273569521585639, 0.016084018090619878, -2.5424671464643893, -1.2713346063287672, 1.7870307530544878, 2.3901399300209247, 3.263301521390966]"
212.408166,3689.45524,"[3.985191177022948, 3.1608409558621293, 2.7801443600871716, 0.679489903346628, -1.313233467297894, 2.8609543486120765, -3.9415740365256875, -3.636642297246623, -3.65777264821713, 1.031486533943423, -3.555088372392545]"
212.408166,3689.45524,"[-0.8537041943084827, -1.2088498669483618, 1.3221671607675525, 1.1419458287969153, 3.7787201634764855, -1.3048048893551636, 0.5232452856239949, -0.8744736099943085, 2.620642249330084, 0.02716789369241468, 3.2806949212722794]"
212.408166,3689.45524,"[1.0080965034040794, -2.8567067037553127, 0.20928204220367075, -3.195398891463787, -2.5939093955904813, -2.596726560548934, -3.880562970863707, -1.4473446214420926, -3.7545149662411106, -3.05685146097729, -2.853010109503125]"
212.408166,3689.45524,"[2.7208886541764405, 0.0403949020703358, 0.34763322630251636, -1.4589807745073378, 1.0397652272744748, -3.583620807019705, -2.3877602118001873, -0.48868869123270287, 1.383042272136283, 3.140015257137372, 0.4423220155451997]"
212.408166,3689.45524,"[-3.3480097912364997, 2.2375688752573524, -3.833365931950926, -3.3410584730435486, 0.32632303599644086, 1.2130281674038192, 2.3038021795131955, 0.15935808858981737, 1.4897354284968838, -0.18869377653061914, 2.3927795752897207]"
212.408166,3689.45524,"[-1.93449789887055, -1.0111031305672054, 3.1627106232094215, 1.5313556191877957, 1.9177507995138958, -1.8818423454912203, 2.7249061727709867, -1.0973691046113263, -2.6135972224160637, -2.6865732062604, -1.0664849706481023]"
212.408166,3689.45524,"[-1.6397400285611354, -3.323272396497421, 1.5441401401138632, -2.8164609994335565, 3.954968215035403, -2.7898940949023636, -0.16429140339132164, -2.325171759065068, 0.642362885550634, -1.0687983053137522, 1.6407980944904992]"
212.408166,3689.45524,"[-2.5464094138887203, -2.241412502172529, 2.913328105478983, -1.0000555300044462, -1.8287760740343035, -2.863647806376748, 3.8279278726831683, -1.5446459213000887, -1.782264494669814, -0.1816175222348475, 3.964691088442053]"
212.408166,3689.45524,"[-1.3585607247866687, 1.100450938415774, -0.3102531762991294, -1.5388765729846519, -0.6985177865002674, -2.002181495086078, 0.43540658794357956, -0.20280250680827283, -2.489703136872066, 0.42907825463230953, -1.283854167392592]"
212.408166,3689.45524,"[-2.374762021387702, -3.0679640765217115, -3.1369921779812033, -2.7135962524832085, -3.2570348372806377, -0.4129123430971742, -1.9209033066681735, 3.292506485115699, -2.9475467173693053, 1.5761659813567768, -0.5768095810959366]"
212.408166,3689.45524,"[-3.5250848013261207, 2.6721078004766268, 0.42968286024737967, -2.653030732393841, -1.8984017753234257, 0.8394975354490013, 1.8447886030480936, -1.6423080046644607, -1.1559183913485223, -3.6540552602584553, 2.578259902065242]"
212.408166,3689.45524,"[-3.3045991075376673, 2.2807963862068963, 0.5079025834561053, 1.56446392595742, -0.07450993725832955, -0.8997689881834594, -3.0648082949066096, -1.623899862574313, -1.5597229680513358, 3.4360769127124646, 0.2779089158367789]"
212.408166,3689.45524,"[-3.737996717691191, 1.9941238447153458, 0.6953104705073239, -1.8178982527438459, 2.8222969722965283, 2.3781133136859713, 3.200308863008889, 3.9481511277353682, 2.066405935881005, -3.7772614702837704, -3.3020480906080536]"
212.408166,3689.45524,"[-2.274591076015261, -1.6227457222753827, 1.9880700477128839, 3.2254788823444045, -1.8499462641714768, 0.9092792962861447, -0.06572852411909835, -1.6864512471381667, -1.3863663798911547, 0.09206156028652135, -2.484695770220948]"
212.408166,3689.45524,"[2.4852592207564674, 3.2669008039458634, 1.3557438464786795, 2.370707277721573, 2.5277970256204725, -3.6676603160111227, -1.8445344639223054, 0.8208123105072263, -3.120332590908057, -0.5334892097458797, -1.7717681469304996]"
212.408166,3689.45524,"[3.437325052037396, 0.8462242166915432, 3.631522189821304, -3.2260544251294254, 1.531843264822074, 3.839173110003734, 1.0191530675587863, 1.5879553310657757, 3.358370486559555, -2.3475975974484653, -1.1446675664562243]"
212.408166,3689.45524,"[-0.8711492970087615, -1.7241386841754078, -0.21201247777324728, -2.1728517800137306, 0.3520783805853114, 0.8571019555168347, -0.08307721051369477, -1.8897573938986332, 2.760861802950237, -3.5699836065765966, -0.12662368297414694]"
212.408166,3689.45524,"[-3.129334451258069, 0.82133891643001, 2.2170794930841664, 3.4563412199062267, 0.06914201690223631, 1.3897232030789812, 2.510040051529188, -3.1227341940858118, -1.4195197080323219, 0.4940587068335258, -2.056168978120982]"
212.408166,3689.45524,"[-1.3931708404018508, 1.0879357274467836, 0.9544690515471803, 2.8449132182839856, 1.3989985051180573, 1.1782453145737746, -3.783543627478804, 1.7407382790346846, 1.4877485625706983, 2.2338427104721026, -3.1676322713747815]"
212.408166,3689.45524,"[-0.49527196720615496, 2.9271636118501805, -0.7493788247733564, 2.173426133702664, -1.1017114085717097, -3.4537974160735043, -0.16072477953188535, -1.1951675808081763, 3.897749030950747, 1.249665430060933, 0.5840630892655705]"
212.408166,3689.45524,"[2.998260957604481, -2.2964187447511915, 1.1912198559006804, 0.8446202246492156, -1.5907202859844691, -3.647186161400655, 2.997447277738998, -0.12111551949002752, 0.27694626261498456, -2.261635030749934, 3.0564518055434506]"
212.408166,3689.45524,"[-2.7533311642215077, -0.9784603764835325, -3.0977915588063727, -3.3338641329712493, -3.7570834427654436, -1.2630470933839097, -1.9726833230967218, -2.5045565828271616, -3.989062137128423, -1.391671545536287, -1.0299116562382862]"
212.408166,3689.45524,"[3.4661593616078346, -2.0596158515555256, -3.640662056806403, 0.21803602314071835, 2.5769027695113467, -2.691635251893289, 2.360278068384053, 3.559918636933057, 2.0736860749723265, 1.0049496049743238, -2.1337401164581022]"
212.408166,3689.45524,"[0.6103636724549055, -0.5060849322430672, 3.303062209475854, -2.1072422108521707, -1.113494964357927, 2.967509612585209, -3.389030312979256, -3.2100362026939626, -1.5802910376269574, -3.97010980400139, -0.7939986621868078]"
212.408166,3689.45524,"[-0.12189616048749485, -1.9329908934382534, 0.649884873973714, -2.0923942456547096, 0.8159418635024016, -1.8127409440984223, 2.9383227111568324, -3.1285059914207514, 3.611966017312615, 2.783573845721711, -2.854030326937666]"
212.408166,3689.45524,"[-1.743812536858715, -1.6901579542858673, 1.2970632526609878, -2.952455691230327, 3.7764439249419928, 1.8975132992467687, -1.6237021391803586, 0.18210586156003306, 0.19101996261010346, 0.5426941170473469, -3.251326105337121]"
212.408166,3689.45524,"[-0.7292430764492037, 0.5201445570236807, -1.3769520891000937, -1.9785991744228708, 1.6026494417487918, 1.0767281783942586, -2.766746311359255, 3.117943696396547, -0.7965459903929464, 2.6535920191123648, -0.5709985625024601]"
212.408166,3689.45524,"[2.19967407233392, 1.2270719993830461, 3.203692247881505, -3.7764076562204814, -3.141830280205469, -0.2961623391942352, -0.8938591008390393, -0.5193902612840011, -0.4786294178497723, -2.010266858204166, -1.5903300303348873]"
212.408166,3689.45524,"[3.272948340762298, 1.2090833027130925, -3.2479581906301416, 2.46180198307024, -1.1643938847630855, 2.8604222016472525, -2.278754538179534, 1.9332263557350435, 3.07412028339553, -0.8060350071805793, -3.3108085639218956]"
212.408166,3689.45524,"[2.459454905556864, -3.664763641345882, 0.6372280685348102, -1.0486715038252257, 1.876025805720917, 2.320023748075891, 2.11594229553158, 2.3558984254410715, -3.6249064526647468, 0.7563102854525603, 0.10228238125442601]"
212.408166,3689.45524,"[3.3676104337020085, 0.7299273994164164, -3.197589317228097, -0.8233520517448731, 2.840793525362245, 2.724442589790753, -2.9692470334216825, 2.431571964386075, -0.5462663409120463, 3.5103961966381148, 3.215183047694767]"
212.408166,3689.45524,"[-3.1239527281030224, 0.6155341501394629, 3.642253391101846, -3.8573807854796707, -0.536338190274412, 3.2376906829843737, -1.4109983849879741, -0.11857653455938166, 3.3825288265988966, 3.162682048359585, 0.0832055674749066]"
212.408166,3689.45524,"[1.6200464542812263, 1.4990807144829903, -3.2793011418857887, -2.10465787166489, -1.2657293750836267, -3.2335486314429076, -0.15574805635744404, -0.15587645491820012, 1.4804388087051006, 1.73212455519052, -2.1846268059008]"
212.408166,3689.45524,"[0.7898430552943445, -2.3794367468205717, 0.8263025409159841, 3.6239276305850243, -2.1933356453277755, 3.590552447703475, 1.488986529848825, -1.6435664536968675, -1.5386513163130298, -2.8355153282251155, 0.3614490135032531]"
212.408166,3689.45524,"[2.40530560253597, 2.306611772864266, 3.54769615898993, -0.6998296859041586, 2.084295698775673, -2.039822193402892, 3.2266477607454167, 1.476823974481059, -0.7085703109931876, 1.6314704300765808, -1.913588521259527]"
212.408166,3689.45524,"[-1.8225552262406728, 2.816092477929395, -2.2981818954655555, 2.796363103257126, -0.13099281447686906, -2.2578625068750737, -0.06062870738821413, -3.1389214257509472, -2.8813674257863315, -2.63041043586814, 0.27498639073703934]"
212.408166,3689.45524,"[3.8765208258961783, 0.5615756493606963, 0.6903120465328527, 0.0381951569447887, 3.782229189663129, -3.5879629099017922, -2.8369308401702984, 2.1244458398303987, 3.1623129410830026, 1.2422859377343105, 0.3283570211412137]"
212.408166,3689.45524,"[-0.42528428168176724, 0.88975170090617, 2.0382059972421347, -3.869029238934181, 3.7511455548079127, -2.147876458422348, -0.3219257853465374, 2.572922554572272, -2.2226410854430423, 2.6314829309384367, 2.2975746288221712]"
212.408166,3689.45524,"[-0.14837644723498666, -1.7341726114041869, -2.4541340279146286, -0.28714926566802745, 2.5087444962961163, 2.7414607298458975, 2.3935102827824632, -0.18861992615553103, 2.917650158957535, -3.446370214745894, 2.366856465842896]"
212.408166,3689.45524,"[0.08549930402110739, -0.9705853041214061, -1.8981241301849998, 0.2009743155990824, -3.7383586785879217, -0.19874102994216436, 0.26702441033973745, 0.7383660509661745, 2.6796023941629565, -2.5767286820170607, 2.3402806464901333]"
212.408166,3689.45524,"[-1.6723302940438485, 2.961054875449647, -3.938151728935609, -3.115708352457255, -0.8690494512993272, -2.276723772264887, 1.2397291190392767, -3.504882386652418, 3.90491816361403, -2.8513745157905346, 2.997669417545782]"
212.408166,3689.45524,"[2.497872360051108, 3.0943142224443267, 0.7037615588697763, 0.9837569810310383, -3.437075214450217, -1.8442016288351173, 2.5789058555684266, 2.556083699855548, -3.8604201689514346, 1.1390612439392669, 3.867462137530053]"
212.408166,3689.45524,"[-0.05818908619215346, -2.188080324642266, -0.6204826860709041, -0.7031929861671324, 0.5370760561435581, 0.5032834730063076, 3.56161448339547, 3.637798266333667, 2.740792561427643, -1.0468742725418334, -2.4573404050251595]"
212.408166,3689.45524,"[2.494753717929857, -3.317105124056268, -2.306771449607263, -3.527967585988524, -0.2920426219795038, -1.0259243057855354, -1.5689450703898178, -3.6049255599661256, 0.15976231164417154, 1.7253002706341807, -0.595508899092974]"
212.408166,3689.45524,"[3.1870905743273434, 2.358547162554167, 2.2539400129458382, -2.5120052149882133, 3.344482017115882, -0.40639507917569606, -2.920361511808113, -0.006913181496166487, -2.3507699850252726, 0.6227450485851858, 0.5922635865463244]"
212.408166,3689.45524,"[2.1764101473699666, 3.977602797922965, -1.9694092488275148, 1.0536179159736854, -0.4317513609634913, -1.9653599850690782, 0.9978542866595772, 1.3762489744000934, 2.4511418500611777, -1.7545012351340104, -3.9437466852035667]"
212.408166,3689.45524,"[2.1335896162006787, -0.0917151347152938, -1.0146669261036445, 3.9664202805450115, 0.8343989725294003, 0.542634395608629, -2.9332829158596505, 1.2153214668380556, 2.30293098245723, -1.065868857058124, 3.5042643402029494]"
212.408166,3689.45524,"[-0.4007664876924286, -3.2741168066250603, 0.3202683900361736, -0.9976906963618886, -2.1344959231322793, -2.815822027320536, -0.49271320197196555, 3.6842279778348423, 0.8031913808726951, 3.3442776459898296, 2.5516763081829366]"
212.408166,3689.45524,"[2.361507668887876, 1.0888911468690896, -3.634482028227704, -2.5293077972385136, -3.2959002072722354, -0.40977433963734455, 1.9390299005364318, 2.5428873565569274, -1.2371434305743563, 0.49275453923785584, -1.5453187231629437]"
212.408166,3689.45524,"[-1.2657369536183811, 2.2176464021993096, 2.0483001357083834, 2.7973095810845914, 0.3850352347474395, 3.5296576560409996, 1.2091845616693773, 2.7344976272543278, 0.3301767618048501, 0.7708369173371601, 0.42639773178457574]"
212.408166,3689.45524,"[0.6739274441940486, -3.9434765549299993, -0.6501431511457927, 3.617164766443194, -0.641562072423107, -2.8410375237323144, -3.8874625362963346, 2.379869043871917, 1.0778247536961727, -0.09662970569864626, -0.751323416302891]"
212.408166,3689.45524,"[0.0400961198409151, -1.4852753877110967, -1.1264962203640758, -2.3639217930924428, -1.293088013561798, -2.754532389259123, -1.280090832488014, 2.598562104986115, 1.7149270468882198, -0.5219487363012627, 1.2341255774764743]"
212.408166,3689.45524,"[1.5544227418754692, -2.0625199579559217, -2.913272365552727, 1.5663792698723435, 0.5926935742539525, 1.139468960286873, 2.713759362282655, -3.523790078984086, 3.0319194261289715, 3.6044941536740547, -3.429794443486485]"
212.408166,3689.45524,"[-0.7884605502518616, 1.3267867500218733, 2.1851678501387513, -2.5909618643523284, -1.2109013280085827, -1.2218847727288287, 2.4017689967586406, 0.3399255555761993, 3.1933673293109672, 0.285964518566713, -0.15382004562104257]"
212.408166,3689.45524,"[-0.9546209322530439, -1.5230076627964548, -2.0601348369143295, -1.7249064980009976, -1.7165719400148785, 2.8319688096865487, 1.3241792480612302, 0.8837398304530577, 2.036351753854113, -2.728914290801522, -0.8549672663993189]"
212.408166,3689.45524,"[-1.5522414900006654, -3.1456856102001334, -3.2545157347020224, 0.5313711691962988, 0.32010410978808324, 2.0441816470812233, -1.8702030599914847, -0.47394442880975696, -2.1127401171856928, 3.710404013341715, -2.695774558823932]"
212.408166,3689.45524,"[-0.9329442141080193, 1.0022300697003583, 1.1492906097107305, -1.2017608206528942, 2.093595545347844, 0.33057475848990236, 1.8425977571977485, 2.7915748157550766, 0.3537998693926987, 2.941949587729783, 3.163316020578894]"
212.408166,3689.45524,"[-0.3377594763683467, -1.4181155856410772, -3.341470375800559, 2.279116310788889, 1.4197201071531245, 0.1636227332200848, 1.2632506909623578, 0.8105044072653911, 1.0331529901567231, 2.2560310674692055, 3.1613722462810276]"
212.408166,3689.45524,"[3.7473017326596043, -2.596117835061726, -0.635160056947675, 1.920731754083337, 0.6704390863393819, 3.4467349659912383, 3.6688725203263353, -0.7569879361838616, 1.5134183537438455, -1.1513413596111368, -1.6502786795697233]"
212.408166,3689.45524,"[-0.09611314221603973, 1.0667296835316247, -3.2467227993145356, -3.082152815922197, 2.672359014679457, 1.2944933086759525, -2.861240263015903, 0.40707730484965055, 3.7500893877237305, 3.118928190920445, -3.9670379063819903]"
212.408166,3689.45524,"[-0.050357922931496546, -0.492303261203638, 1.7917078873726338, -0.6975121866096341, 1.50167233306699, -1.9551457380540676, 2.833244170924651, 2.7271356126158057, 1.0031649848458528, -2.730322228956563, 0.21725188341419788]"
212.408166,3689.45524,"[-2.523084305973865, 0.21032310710333935, -1.8079812903673487, 3.0995638455621126, 1.7338507410777417, 3.9613001871483524, -3.8408599733840996, -1.767289913943067, -0.2728070307346693, -0.8676776430578883, -3.690218645934605]"
212.408166,3689.45524,"[2.660065080551611, 0.775220695178521, -2.204188547016119, -0.44894182203557786, -1.1644050509308048, -1.5400479777165357, -3.6708635208172966, -2.5844363739950236, -3.9747610395362702, 1.343117470579167, 0.3257639571072275]"
212.408166,3689.45524,"[0.018124737296717264, -1.4356986039597066, 0.7243591795839306, 0.46216079961383016, -0.8136071270692709, -3.4422189033970643, 2.6184739151165255, 3.198847132019144, 0.8784481517807956, -2.17729208747214, 3.7125219155808553]"
212.408166,3689.45524,"[-1.0281182084773235, 1.7047632061484057, -3.2318482617259656, -3.804815484386795, -3.2487457037367244, 1.192613622731339, 0.7704241983926527, 3.0700414624011003, -0.5194737551962403, -2.4130873470374112, 1.3433758226405086]"
212.408166,3689.45524,"[1.4747060531514684, -1.2694698435240195, -2.154166001628477, -3.9518780740316526, -3.6936098430319806, -1.2568987565382441, 3.1522741674186117, 2.0918374311849, -3.8016102449623146, 0.8179981912057368, 0.3497294625144862]"
212.408166,3689.45524,"[0.17616688067314978, -2.7346068321221297, -1.94699937680552, -0.44445222155346986, -3.3590900311443788, -0.7800751369471461, 2.0895178025182277, -2.7572853455199855, -2.773038366960572, 1.5271425934599288, -3.531603038288689]"
212.408166,3689.45524,"[3.2280842092241437, -2.0807594677839063, -0.5499998474999224, 0.40172144347039573, -0.4251093240874271, 2.5816556274435944, -0.4647493242280154, -1.8850350900389508, -3.569685881095918, 2.005403361369609, -1.5003412327907775]"
212.408166,3689.45524,"[-0.19439219131457897, -2.4579456242023197, 1.6794212194591802, 0.807584457273733, 3.066543522534089, -3.2032912433523126, 1.6269083613175583, -2.707448671619648, 0.6524049063840875, 3.8863339251013, -3.6668885905530972]"
212.408166,3689.45524,"[-3.9599705376920173, -2.311905739888558, -0.11334056667156922, -3.420963423196807, -1.2219287699159285, 1.6865957370175435, 2.2184660328433656, 1.795633408486009, 2.974050488592402, -0.32173532413168626, -0.6850033495814003]"
212.408166,3689.45524,"[2.8317244447466914, -0.11142697480265529, -2.5593357701575945, 2.265612410663725, -0.9684418820094729, 3.871877268910013, -1.0097442891563997, -3.4625376042856653, 2.569575346126432, -1.2672394730019914, 3.9660234008052013]"
212.408166,3689.45524,"[-2.1604629511395315, -3.923391476416425, 1.833886515213126, -0.320394241784558, -1.328628216968804, 0.5986204151508225, 0.163044544126147, 1.6589412390595948, -3.3414855902162666, -2.3675002825811333, -2.744780579235882]"
212.408166,3689.45524,"[-1.5198685977208735, -1.2196805999725049, 1.3299239493067043, -1.9978640656247482, 3.525823804177384, -1.9490416411858815, -2.1896084732147054, -0.31182828547620023, 2.6462735779769906, -0.24155377313339255, 3.276730481722023]"
212.408166,3689.45524,"[0.26980591941591925, -0.6232714934545145, 2.3066492683040343, -0.9707288398897731, -2.862684993478747, 3.5105827632240265, 1.1889155537216363, -1.4406795824260294, -0.043928965303275724, 2.988174922538925, -3.3131894618108344]"
212.408166,3689.45524,"[2.2098371305955977, -3.560150638849027, -3.499364943267957, -0.3912397242368977, -0.0961951024593386, 3.36838930835562, 3.3242750938633723, 3.929850505472549, -1.2204746281708703, 0.7959602105761361, 3.387889876944575]"
212.408166,3689.45524,"[0.26652450837482444, 2.5778703614109286, -1.6211172111803895, -3.416029061809205, 0.8835444797575054, -3.236527979247967, 3.30296248513391, 0.3099092427368717, 0.2318089718098877, -1.8535670109405604, 3.8032682997341523]"
212.408166,3689.45524,"[2.595600467870101, -3.2954678082834006, -3.489556442667875, -0.2443946448771026, 1.1539703298958752, -0.10591389926332972, -2.6893291977203404, 0.5041645909694639, 2.1026901334864014, -3.918424794605306, 3.186473479815784]"
212.408166,3689.45524,"[-1.5188985199891523, 2.4211783571262266, -0.028273201186085117, 1.0578283813120377, -3.811426393576001, 1.5903754336645513, -3.0244433554177226, 1.2850118227921339, -2.9630351813515343, -1.2853308116266104, -0.2300908283202352]"
212.408166,3689.45524,"[-2.3451417910634653, -0.034423631946827626, 3.935105664500913, 1.1576976348248484, -1.9407209248749755, 2.4400554010608166, -0.4178226848002051, -3.6985783075122516, 2.2598358599880957, 2.167369377451249, -2.5838579741560785]"
212.408166,3689.45524,"[2.845411390192913, -1.8073036203246335, -0.7609482378946062, -2.7483644627486967, -2.1601971275642518, -2.788378422174362, -1.3100334556679938, 2.561311289525597, -1.3728874917781395, -3.890843933222147, -2.8869181167973377]"
212.408166,3689.45524,"[2.0408302267684855, 0.17963681514822927, -2.7514744180145074, -2.7557765521908237, -0.8906475120643291, -3.25383177385849, 1.1130788444346082, 0.08719991762147128, 0.9031744381238065, 0.358684203957937, -0.06797185442538112]"
212.408166,3689.45524,"[2.0677672032053716, 3.2731365762876807, -0.4738171943096656, 0.5601120750521744, 2.176591429851829, -0.569065963627807, -1.7232133445633808, -2.530511768903609, 1.4577498576794987, 3.8253894982405843, -3.880673692144394]"
212.408166,3689.45524,"[-3.353551190963204, 0.44750164020256555, 2.439416175194917, -0.9782490315356505, -2.964160697114724, -1.053156053731371, -3.8012158827283073, 0.13806477142778473, -0.5691316600875078, -2.176902828723442, 1.8966548818023616]"
212.408166,3689.45524,"[1.306354910212411, -0.9313528474675463, -1.1845222681533718, -3.9128322767653145, 1.06589360778002, -0.4407762637862316, -2.1180323482164676, 0.23356102080359964, -3.519428769538653, 2.554356712369751, -1.5934053860642807]"
212.408166,3689.45524,"[2.045295065223841, -0.8814738814634282, -1.0693543923939313, 2.5008454005095233, 0.8300404616058774, -0.14822687253975353, 2.3816409105889864, 1.7504240504579371, 1.4963384259612988, 0.4825361549541407, 1.7554698785443872]"
212.408166,3689.45524,"[-0.94945323788665, -0.760748149042545, -0.18069970893065168, -2.527557192883937, -0.25236096944510056, 2.1475183486563507, 0.4012480678810748, -0.5597221291684749, 3.7006508664478, 3.773310469943996, 1.040746226681204]"
212.408166,3689.45524,"[1.0673001735585892, 2.1486444497131556, -0.30127449106182613, -2.5226688230949597, 1.8293633910456872, 0.7255163311217627, 2.9322598091548713, -2.100145608955458, 3.764293628386967, 0.2105196665783451, -1.5489123468000843]"
212.408166,3689.45524,"[-1.169661174506552, -2.1851550952083523, 2.8889673891301095, 0.10161153645002674, -1.0074516823622917, -1.1914165930764087, 2.9819686540605845, 2.0599485218397913, 3.646546823163562, -2.9443688706415125, 2.3736549307451824]"
212.408166,3689.45524,"[-0.05761221283331075, 3.644956142005343, -2.4992359671059923, 1.4033951586688156, -2.815178104975426, -1.7094002823359729, 3.672299271624075, 3.8591591432013796, -2.063439180278353, 3.5735362716619514, -3.352051053138627]"
212.408166,3689.45524,"[-3.494176095488772, 1.361347172088319, -1.466577244013278, 1.320733601772866, 1.419485781694461, 1.3172820643136847, -1.9178869677411168, -3.2357546163148587, -1.5897935319714618, 0.8932415744187221, -2.270788402649532]"
212.408166,3689.45524,"[1.3585900182417872, 3.605643657121105, -3.140874646340561, -1.4671174277421324, -3.3023225448984723, 2.661738349392902, -1.126547061922314, -1.7205417685473758, 0.6046090449013093, 3.5814693730718954, -3.787020475978144]"
212.408166,3689.45524,"[-1.3067742069704487, 1.8123203626858624, -3.511382718210964, 2.6529976806204827, 3.8046788873046813, 2.9173190728911473, 2.632299255051792, -3.724569524414859, 1.8880002562172775, 1.4921468406904284, -2.20542836257383]"
212.408166,3689.45524,"[0.36605233902173406, 2.453351179653393, -3.9327568909344555, 0.6972945652721521, 1.6489034759100143, 2.7005224041150404, 1.9307363024203852, -1.372355969915871, 0.7118952232659721, 1.003531902665717, 0.10128635425894306]"
212.408166,3689.45524,"[-1.2722846707382907, 1.602333018141195, 2.145433645001999, 2.256408360240381, -1.0997559273450515, -0.02407567642133568, 1.362714385761291, 1.3584123825867982, -3.4190949876328487, 2.2566794797532186, -0.048101164600449664]"
212.408166,3689.45524,"[-0.8175723883954351, 2.2353343856502494, 0.9377392068834292, 1.130438638928128, 3.667941948875982, 0.983908566019787, 0.5879954079831444, 0.4368334169226644, 3.1917304284109704, 0.9730101243432312, 0.18080966983175362]"
212.408166,3689.45524,"[3.1036897834134303, 3.3840712827731068, 0.7978953613379929, 2.079101130609253, -3.7267123179927255, 0.4250820782800542, -0.11154453893900573, -2.797852333618027, 2.3656631046807375, 1.238953595437609, 3.1724866548667183]"
212.408166,3689.45524,"[3.5920715323587924, 0.9997072239269098, -1.7310272951671113, -0.5859256096415395, -2.3978853105789275, -2.6357074431625147, 3.6605078975081637, -0.4021814801745949, 0.45310916779396937, -3.6282368824036526, 3.974065831550466]"
212.408166,3689.45524,"[-3.560968993645451, 2.30483263360789, 3.7855612250847717, 0.2070688102126388, 0.13961172365816932, -1.311624250462292, -3.222559498718769, 1.72628011151426, -1.0654758507984194, 3.835849468157794, -1.935285428499939]"
212.408166,3689.45524,"[-1.2116295273473066, -1.816107981945394, -0.33919094747902445, 3.9441654387417087, -2.0448514880894058, 0.29206911001935687, -2.6448861227052474, -3.0603810938542644, 0.06291757712088941, 3.7988831115680792, -0.15458537205569023]"
212.408166,3689.45524,"[0.4481039750965934, 3.133794836155637, 2.7445898028074565, -0.17686942527974292, -0.5054839194447744, 2.190282151292516, -1.6153441519758829, -1.3881293867372282, -1.603362640103252, 2.8406799697101475, 3.240648051810899]"
212.408166,3689.45524,"[2.841424790023904, 2.665654986057718, -3.3327425539539863, -2.19364006890706, -0.32551079177244, -0.7116336648289998, 1.7007462379454354, -2.3095435490747525, -1.7210823922914864, -3.808998088184815, -3.09938191935918]"
212.408166,3689.45524,"[-0.48303286900775877, -3.5457916237742486, -3.3114649679633636, 3.2443937086343624, -3.1112128207223897, -2.8196714965488106, -0.7151792270092221, 3.1412644510819616, -2.5068895959524147, -3.1864296607404476, 2.92647670864513]"
212.408166,3689.45524,"[2.702264455173613, -1.1477280788057511, -2.6800241245067014, 1.9449319705443022, -1.407479170921584, -1.5764509877736073, 0.7023077693505853, -0.024153778194283326, 2.2480818196314676, 2.674686365361021, 2.459985199160622]"
212.408166,3689.45524,"[0.3826566404899099, -1.2103233073157265, -0.6567022821437805, 2.062152682642709, -0.7978764958070546, -0.6879426519308929, 2.088258269727766, 0.5160529657389041, 0.4340185279008839, -3.3981218944024487, -2.0345850023392664]"
212.408166,3689.45524,"[1.491742463631593, -2.5416854349287687, 3.4500483489404417, 2.6177373510555215, 2.3214542184196665, -3.528077106996789, 2.9351729654061334, 3.8141614551946725, -0.8052182573788418, 1.597562545050117, 1.8804436511374218]"
212.408166,3689.45524,"[3.793641958746079, -3.152412554138638, -1.3678399407453252, 0.6944519885350591, -3.526220056952579, 1.3123914667622838, 1.6273423530409197, 0.3050082236520266, 0.7559682970178816, 0.0790047515198502, 0.42105413870833264]"
212.408166,3689.45524,"[-2.1731264975615705, 1.157076512579783, -3.915574145226376, 3.195761458594035, -2.7320997241351357, -0.8418728286470918, -2.5556777892435356, 2.5201036146865743, -3.0950473285857774, 3.657625743132977, 0.9289562007521663]"
212.408166,3689.45524,"[2.3621713463044935, -1.5633172095178711, -1.4059700790413467, 2.1594073798219986, -3.0928872332492485, -1.0830839045969167, -0.06703956692078172, 3.524757526760748, 3.568199647147199, -1.2808923939262202, -2.5816363834855975]"
212.408166,3689.45524,"[-2.8020961249919125, 0.5415019334336488, -2.8487395713915253, -0.9866157822416817, 0.055835495578607564, -3.55764991506142, 0.39546044203339203, -0.7992372191908013, -3.8336867439370463, -2.777978572383563, -2.3315323840190345]"
